user_id,signup_date,country,age_group,gender,device_type,operating_system,subscription_type,preferred_language,referral_source
USR_08668,2025-06-03,DE,25-34,Male,Mobile,iOS,Free,English,Google Ads
USR_08669,2025-04-18,US,25-34,Male,Mobile,Android,Free,English,Google Ads
USR_08670,2025-05-10,UK,18-24,Male,Desktop,Windows,Premium,English,TikTok
USR_08671,2025-03-25,US,25-34,Female,Mobile,iOS,Free,English,TikTok
USR_08672,2025-01-15,US,25-34,Male,Mobile,Android,Free,English,App Store
USR_08673,2025-05-12,IN,18-24,Female,Mobile,iOS,Premium,English,Instagram
USR_08674,2025-02-19,US,25-34,Female,Mobile,iOS,Premium,English,App Store
USR_08675,2025-06-15,UK,35-44,Male,Mobile,iOS,Premium,English,App Store
USR_08676,2025-01-23,UK,18-24,Female,Tablet,Android,Free,Spanish,Google Ads
USR_08677,2025-02-28,IN,35-44,Male,Mobile,Android,Free,English,TikTok
USR_08678,2025-03-31,DE,18-24,Non-binary,Mobile,Android,Premium,English,App Store
USR_08679,2025-04-25,AU,25-34,Male,Desktop,Windows,Free,English,Instagram
USR_08680,2025-03-16,UK,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_08681,2025-06-05,IN,25-34,Male,Mobile,Android,Free,English,Google Ads
USR_08682,2025-05-03,CA,18-24,Female,Mobile,Android,Free,English,Google Ads
USR_08683,2025-05-16,US,35-44,Female,Mobile,Android,Free,English,App Store
USR_08684,2025-06-06,US,45+,Female,Mobile,Android,Premium,English,TikTok
USR_08685,2025-05-19,US,18-24,Female,Mobile,iOS,Free,English,App Store
USR_08686,2025-01-18,UK,35-44,Male,Mobile,iOS,Free,English,App Store
USR_08687,2025-02-19,IN,25-34,Female,Mobile,Android,Premium,English,Google Ads
USR_08688,2025-05-22,US,45+,Male,Mobile,iOS,Premium,English,App Store
USR_08689,2025-04-28,US,18-24,Male,Mobile,iOS,Premium,English,App Store
USR_08690,2025-05-17,DE,35-44,Female,Mobile,iOS,Free,Hindi,Organic
USR_08691,2025-05-19,IN,18-24,Male,Mobile,iOS,Premium,English,Instagram
USR_08692,2025-04-18,AU,35-44,Male,Mobile,iOS,Free,English,Instagram
USR_08693,2025-03-08,US,25-34,Male,Mobile,iOS,Premium,English,TikTok
USR_08694,2025-06-16,US,25-34,Female,Mobile,Android,Premium,English,App Store
USR_08695,2025-03-19,US,18-24,Female,Mobile,iOS,Free,Hindi,Instagram
USR_08696,2025-06-05,US,35-44,Female,Tablet,Android,Free,English,App Store
USR_08697,2025-03-16,US,25-34,Female,Mobile,Android,Free,Spanish,TikTok
USR_08698,2025-02-08,CA,25-34,Female,Mobile,iOS,Premium,Hindi,App Store
USR_08699,2025-01-25,US,25-34,Male,Mobile,iOS,Premium,English,Instagram
USR_08700,2025-01-21,US,35-44,Female,Mobile,iOS,Free,English,TikTok
USR_08701,2025-05-18,US,25-34,Prefer not to say,Mobile,iOS,Free,English,Instagram
USR_08702,2025-06-20,CA,18-24,Male,Desktop,Windows,Premium,Spanish,TikTok
USR_08703,2025-01-15,CA,45+,Female,Mobile,iOS,Free,Hindi,Google Ads
USR_08704,2025-02-17,CA,25-34,Female,Mobile,Android,Premium,English,Organic
USR_08705,2025-03-27,US,25-34,Male,Mobile,Android,Free,English,TikTok
USR_08706,2025-05-29,US,18-24,Male,Mobile,iOS,Free,English,App Store
USR_08707,2025-04-26,US,35-44,Prefer not to say,Mobile,iOS,Free,Spanish,App Store
USR_08708,2025-02-19,US,18-24,Female,Mobile,Android,Free,Spanish,Google Ads
USR_08709,2025-05-31,IN,25-34,Female,Mobile,Android,Free,English,Google Ads
USR_08710,2025-05-21,DE,35-44,Non-binary,Mobile,iOS,Premium,English,App Store
USR_08711,2025-03-10,CA,18-24,Female,Mobile,Android,Premium,Hindi,Organic
USR_08712,2025-01-04,DE,35-44,Male,Mobile,iOS,Free,Spanish,Google Ads
USR_08713,2025-03-19,CA,25-34,Female,Mobile,Android,Free,English,Organic
USR_08714,2025-01-09,US,25-34,Male,Mobile,Android,Free,English,Instagram
USR_08715,2025-05-01,DE,25-34,Female,Mobile,iOS,Premium,English,Instagram
USR_08716,2025-04-25,US,25-34,Male,Mobile,iOS,Free,English,Instagram
USR_08717,2025-06-12,AU,18-24,Female,Mobile,iOS,Free,English,TikTok
USR_08718,2025-04-11,US,18-24,Prefer not to say,Mobile,iOS,Free,English,Google Ads
USR_08719,2025-05-29,US,45+,Female,Mobile,iOS,Free,English,TikTok
USR_08720,2025-05-26,CA,18-24,Female,Mobile,iOS,Premium,Spanish,App Store
USR_08721,2025-04-07,UK,35-44,Female,Mobile,iOS,Free,English,Google Ads
USR_08722,2025-03-22,US,18-24,Male,Mobile,iOS,Free,English,Instagram
USR_08723,2025-02-12,US,25-34,Male,Mobile,iOS,Premium,Spanish,TikTok
USR_08724,2025-04-05,US,35-44,Female,Mobile,Android,Premium,English,Instagram
USR_08725,2025-01-06,DE,18-24,Female,Mobile,iOS,Premium,Spanish,App Store
USR_08726,2025-03-08,IN,35-44,Female,Mobile,Android,Premium,English,TikTok
USR_08727,2025-05-20,UK,25-34,Female,Tablet,Android,Free,English,Instagram
USR_08728,2025-04-10,US,25-34,Female,Mobile,iOS,Free,Hindi,App Store
USR_08729,2025-01-12,IN,25-34,Male,Mobile,iOS,Free,Spanish,Instagram
USR_08730,2025-03-07,US,25-34,Female,Mobile,Android,Premium,English,App Store
USR_08731,2025-01-02,US,25-34,Male,Mobile,iOS,Free,Hindi,Instagram
USR_08732,2025-05-23,US,35-44,Male,Mobile,Android,Free,Hindi,App Store
USR_08733,2025-05-31,IN,25-34,Non-binary,Mobile,iOS,Premium,English,Instagram
USR_08734,2025-06-06,US,18-24,Male,Mobile,Android,Free,German,Google Ads
USR_08735,2025-03-22,US,35-44,Female,Mobile,Android,Free,English,Organic
USR_08736,2025-05-15,UK,35-44,Male,Mobile,iOS,Premium,English,Instagram
USR_08737,2025-06-05,US,25-34,Female,Mobile,iOS,Free,English,TikTok
USR_08738,2025-05-22,CA,25-34,Female,Mobile,iOS,Premium,English,App Store
USR_08739,2025-06-21,UK,25-34,Male,Mobile,iOS,Premium,English,Instagram
USR_08740,2025-06-07,UK,25-34,Male,Desktop,Windows,Free,English,Instagram
USR_08741,2025-06-09,US,25-34,Female,Mobile,iOS,Free,Hindi,App Store
USR_08742,2025-03-11,US,45+,Female,Mobile,Android,Free,English,Google Ads
USR_08743,2025-04-25,IN,18-24,Male,Mobile,iOS,Free,English,Google Ads
USR_08744,2025-03-29,IN,25-34,Female,Mobile,Android,Free,English,App Store
USR_08745,2025-01-06,US,35-44,Male,Mobile,iOS,Premium,English,Instagram
USR_08746,2025-01-27,US,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_08747,2025-03-23,US,35-44,Female,Mobile,Android,Premium,English,App Store
USR_08748,2025-03-29,CA,25-34,Female,Mobile,iOS,Free,English,App Store
USR_08749,2025-04-30,IN,18-24,Male,Desktop,Windows,Premium,Hindi,App Store
USR_08750,2025-01-24,US,35-44,Male,Tablet,iOS,Free,German,Google Ads
USR_08751,2025-04-12,AU,25-34,Male,Tablet,iOS,Free,English,Google Ads
USR_08752,2025-02-03,IN,35-44,Female,Mobile,iOS,Free,English,Google Ads
USR_08753,2025-06-17,DE,18-24,Male,Desktop,Windows,Premium,Hindi,TikTok
USR_08754,2025-02-16,US,35-44,Female,Mobile,iOS,Premium,English,TikTok
USR_08755,2025-01-24,US,25-34,Male,Tablet,iOS,Free,Spanish,Organic
USR_08756,2025-03-06,US,18-24,Female,Desktop,Windows,Free,English,Instagram
USR_08757,2025-01-18,IN,25-34,Female,Desktop,MacOS,Free,German,App Store
USR_08758,2025-02-13,IN,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_08759,2025-03-17,CA,18-24,Male,Mobile,iOS,Premium,English,Google Ads
USR_08760,2025-02-26,US,25-34,Female,Mobile,iOS,Free,English,Organic
USR_08761,2025-04-17,US,25-34,Non-binary,Mobile,iOS,Free,English,TikTok
USR_08762,2025-06-05,US,18-24,Female,Mobile,Android,Free,English,Google Ads
USR_08763,2025-05-04,CA,35-44,Female,Mobile,Android,Premium,English,App Store
USR_08764,2025-05-31,US,25-34,Female,Mobile,iOS,Free,English,Organic
USR_08765,2025-06-11,US,18-24,Female,Mobile,iOS,Free,English,Instagram
USR_08766,2025-05-19,IN,25-34,Male,Mobile,iOS,Free,English,App Store
USR_08767,2025-06-12,US,25-34,Male,Mobile,Android,Free,English,App Store
USR_08768,2025-04-26,UK,45+,Male,Mobile,Android,Free,Spanish,Instagram
USR_08769,2025-04-03,US,18-24,Female,Desktop,Windows,Free,English,Organic
USR_08770,2025-02-11,IN,25-34,Non-binary,Mobile,iOS,Premium,Spanish,Organic
USR_08771,2025-01-28,CA,18-24,Female,Mobile,iOS,Premium,English,Organic
USR_08772,2025-05-03,DE,35-44,Non-binary,Mobile,Android,Premium,Hindi,TikTok
USR_08773,2025-01-24,UK,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_08774,2025-05-16,DE,35-44,Male,Mobile,iOS,Free,English,App Store
USR_08775,2025-04-16,IN,25-34,Male,Mobile,iOS,Premium,Spanish,Instagram
USR_08776,2025-04-28,CA,35-44,Female,Mobile,iOS,Free,English,App Store
USR_08777,2025-02-22,DE,25-34,Female,Mobile,iOS,Free,English,TikTok
USR_08778,2025-05-12,US,45+,Male,Desktop,MacOS,Free,English,App Store
USR_08779,2025-04-10,US,18-24,Female,Mobile,iOS,Free,Spanish,Instagram
USR_08780,2025-01-05,US,25-34,Female,Mobile,Android,Free,English,Google Ads
USR_08781,2025-02-18,CA,35-44,Male,Mobile,Android,Free,English,Organic
USR_08782,2025-04-08,IN,25-34,Male,Mobile,iOS,Free,English,App Store
USR_08783,2025-01-30,IN,18-24,Prefer not to say,Tablet,Android,Premium,English,App Store
USR_08784,2025-03-13,US,45+,Female,Desktop,Windows,Free,English,Instagram
USR_08785,2025-04-13,UK,18-24,Female,Mobile,iOS,Free,Hindi,TikTok
USR_08786,2025-03-04,US,18-24,Female,Mobile,Android,Free,English,Organic
USR_08787,2025-06-24,AU,25-34,Male,Mobile,iOS,Free,English,TikTok
USR_08788,2025-01-26,US,25-34,Non-binary,Mobile,iOS,Free,English,TikTok
USR_08789,2025-02-06,DE,35-44,Prefer not to say,Mobile,iOS,Free,English,Organic
USR_08790,2025-01-07,US,25-34,Non-binary,Mobile,iOS,Premium,English,Organic
USR_08791,2025-05-07,US,25-34,Male,Mobile,iOS,Free,English,App Store
USR_08792,2025-06-17,IN,25-34,Prefer not to say,Mobile,iOS,Premium,English,App Store
USR_08793,2025-04-02,UK,25-34,Female,Mobile,iOS,Free,English,TikTok
USR_08794,2025-06-16,US,45+,Non-binary,Mobile,Android,Free,English,Organic
USR_08795,2025-04-13,UK,35-44,Male,Mobile,Android,Free,English,TikTok
USR_08796,2025-02-22,US,25-34,Female,Mobile,iOS,Premium,Spanish,Instagram
USR_08797,2025-05-12,DE,18-24,Female,Mobile,iOS,Free,Spanish,Google Ads
USR_08798,2025-04-18,CA,45+,Female,Mobile,iOS,Free,English,TikTok
USR_08799,2025-04-22,US,18-24,Male,Mobile,iOS,Premium,English,Google Ads
USR_08800,2025-06-02,CA,18-24,Male,Mobile,iOS,Free,English,App Store
USR_08801,2025-01-07,US,18-24,Female,Tablet,Android,Free,German,Google Ads
USR_08802,2025-06-05,IN,18-24,Male,Mobile,iOS,Free,English,Google Ads
USR_08803,2025-03-08,DE,35-44,Female,Mobile,iOS,Premium,English,Organic
USR_08804,2025-04-18,IN,25-34,Male,Mobile,Android,Premium,German,App Store
USR_08805,2025-04-21,US,45+,Male,Mobile,Android,Premium,English,TikTok
USR_08806,2025-05-28,US,18-24,Prefer not to say,Mobile,iOS,Free,English,Google Ads
USR_08807,2025-03-24,US,25-34,Female,Mobile,iOS,Free,Spanish,Instagram
USR_08808,2025-05-04,AU,45+,Non-binary,Mobile,Android,Free,Hindi,TikTok
USR_08809,2025-05-19,UK,35-44,Female,Mobile,iOS,Free,English,App Store
USR_08810,2025-04-14,UK,35-44,Female,Mobile,iOS,Premium,English,Google Ads
USR_08811,2025-03-08,DE,18-24,Female,Mobile,iOS,Premium,English,App Store
USR_08812,2025-01-07,US,35-44,Male,Mobile,iOS,Free,English,TikTok
USR_08813,2025-05-31,US,25-34,Prefer not to say,Mobile,iOS,Free,English,Google Ads
USR_08814,2025-04-20,US,25-34,Male,Mobile,Android,Premium,English,Google Ads
USR_08815,2025-02-03,US,25-34,Non-binary,Mobile,iOS,Free,English,App Store
USR_08816,2025-04-16,US,25-34,Female,Mobile,Android,Premium,English,Google Ads
USR_08817,2025-05-27,UK,35-44,Female,Mobile,iOS,Free,English,TikTok
USR_08818,2025-02-27,US,25-34,Female,Mobile,iOS,Free,English,Google Ads
USR_08819,2025-01-09,US,18-24,Female,Mobile,Android,Free,English,Organic
USR_08820,2025-02-17,IN,25-34,Prefer not to say,Mobile,Android,Free,English,App Store
USR_08821,2025-04-25,US,25-34,Male,Mobile,Android,Free,English,Google Ads
USR_08822,2025-02-10,AU,18-24,Female,Mobile,iOS,Free,English,Google Ads
USR_08823,2025-02-17,US,25-34,Male,Mobile,iOS,Free,English,App Store
USR_08824,2025-06-22,UK,18-24,Female,Mobile,Android,Free,Hindi,Instagram
USR_08825,2025-01-25,DE,25-34,Female,Mobile,iOS,Free,English,App Store
USR_08826,2025-04-26,US,45+,Female,Mobile,Android,Free,English,Google Ads
USR_08827,2025-03-19,UK,18-24,Male,Mobile,Android,Premium,English,App Store
USR_08828,2025-04-18,IN,25-34,Prefer not to say,Mobile,iOS,Free,Hindi,App Store
USR_08829,2025-01-25,CA,35-44,Female,Mobile,Android,Free,English,TikTok
USR_08830,2025-05-27,US,18-24,Female,Mobile,iOS,Premium,English,App Store
USR_08831,2025-02-08,US,45+,Female,Mobile,Android,Free,English,TikTok
USR_08832,2025-04-29,AU,25-34,Female,Mobile,Android,Premium,English,Instagram
USR_08833,2025-03-20,IN,35-44,Male,Mobile,iOS,Free,English,Instagram
USR_08834,2025-03-21,US,18-24,Female,Desktop,MacOS,Premium,English,Instagram
USR_08835,2025-01-27,US,18-24,Male,Mobile,Android,Free,English,App Store
USR_08836,2025-04-14,US,25-34,Female,Mobile,iOS,Premium,Spanish,App Store
USR_08837,2025-03-15,US,25-34,Female,Mobile,Android,Premium,German,TikTok
USR_08838,2025-03-09,US,35-44,Female,Mobile,iOS,Premium,English,App Store
USR_08839,2025-05-27,US,18-24,Female,Mobile,Android,Free,English,Instagram
USR_08840,2025-01-28,US,25-34,Male,Mobile,iOS,Free,Spanish,TikTok
USR_08841,2025-05-03,US,18-24,Female,Tablet,iOS,Free,English,TikTok
USR_08842,2025-06-10,DE,35-44,Female,Mobile,iOS,Free,Hindi,App Store
USR_08843,2025-05-18,US,35-44,Male,Mobile,iOS,Free,Hindi,TikTok
USR_08844,2025-03-24,US,25-34,Prefer not to say,Mobile,Android,Premium,English,Google Ads
USR_08845,2025-01-30,US,18-24,Male,Tablet,iOS,Premium,English,Google Ads
USR_08846,2025-01-22,DE,25-34,Female,Mobile,Android,Free,English,Instagram
USR_08847,2025-01-03,IN,18-24,Female,Mobile,iOS,Free,English,App Store
USR_08848,2025-04-11,IN,18-24,Male,Tablet,iOS,Premium,Spanish,TikTok
USR_08849,2025-04-15,US,25-34,Male,Mobile,Android,Free,English,App Store
USR_08850,2025-06-25,IN,45+,Female,Mobile,Android,Premium,English,App Store
USR_08851,2025-01-02,UK,35-44,Female,Mobile,Android,Free,English,Instagram
USR_08852,2025-02-23,US,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_08853,2025-01-06,CA,25-34,Female,Mobile,Android,Free,English,Instagram
USR_08854,2025-04-17,IN,45+,Male,Mobile,iOS,Free,English,Instagram
USR_08855,2025-06-17,IN,25-34,Female,Mobile,Android,Free,English,App Store
USR_08856,2025-05-03,IN,25-34,Female,Mobile,Android,Free,English,Instagram
USR_08857,2025-01-02,DE,45+,Female,Mobile,Android,Premium,English,App Store
USR_08858,2025-04-21,US,18-24,Female,Mobile,Android,Free,English,Google Ads
USR_08859,2025-01-02,UK,18-24,Female,Mobile,iOS,Premium,English,TikTok
USR_08860,2025-04-03,US,25-34,Female,Mobile,Android,Free,Hindi,Google Ads
USR_08861,2025-04-11,IN,18-24,Non-binary,Mobile,iOS,Free,English,App Store
USR_08862,2025-04-07,US,25-34,Female,Mobile,iOS,Free,English,Google Ads
USR_08863,2025-04-21,IN,25-34,Male,Mobile,iOS,Premium,English,App Store
USR_08864,2025-01-06,US,25-34,Male,Mobile,iOS,Free,English,Instagram
USR_08865,2025-05-07,US,45+,Female,Mobile,Android,Free,Spanish,TikTok
USR_08866,2025-04-14,US,18-24,Female,Mobile,iOS,Premium,English,Google Ads
USR_08867,2025-05-27,US,25-34,Female,Mobile,Android,Premium,English,Instagram
USR_08868,2025-06-04,IN,18-24,Male,Mobile,Android,Free,Hindi,Instagram
USR_08869,2025-01-01,US,25-34,Male,Mobile,iOS,Free,German,Google Ads
USR_08870,2025-02-02,UK,35-44,Female,Mobile,iOS,Premium,English,Instagram
USR_08871,2025-02-09,US,25-34,Male,Mobile,iOS,Free,English,TikTok
USR_08872,2025-02-01,US,18-24,Male,Desktop,Windows,Premium,Spanish,TikTok
USR_08873,2025-01-17,US,25-34,Female,Mobile,iOS,Free,Hindi,Organic
USR_08874,2025-05-06,US,25-34,Male,Mobile,iOS,Premium,English,Google Ads
USR_08875,2025-01-08,IN,18-24,Female,Mobile,Android,Premium,English,TikTok
USR_08876,2025-02-26,UK,25-34,Male,Mobile,iOS,Free,English,Google Ads
USR_08877,2025-02-11,US,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_08878,2025-04-08,CA,45+,Male,Desktop,MacOS,Free,English,Instagram
USR_08879,2025-05-17,US,35-44,Female,Mobile,Android,Free,English,Google Ads
USR_08880,2025-04-30,US,35-44,Male,Desktop,Windows,Premium,English,Google Ads
USR_08881,2025-03-28,UK,35-44,Female,Mobile,iOS,Premium,English,Organic
USR_08882,2025-06-12,US,35-44,Male,Mobile,Android,Free,English,Organic
USR_08883,2025-02-23,AU,45+,Female,Mobile,iOS,Free,English,Organic
USR_08884,2025-03-25,UK,18-24,Female,Mobile,iOS,Free,English,Organic
USR_08885,2025-01-25,IN,25-34,Female,Mobile,iOS,Premium,English,TikTok
USR_08886,2025-03-08,DE,35-44,Female,Mobile,iOS,Free,German,Organic
USR_08887,2025-06-23,US,25-34,Male,Mobile,Android,Free,Spanish,Instagram
USR_08888,2025-06-01,US,18-24,Prefer not to say,Mobile,Android,Free,English,Google Ads
USR_08889,2025-02-15,US,25-34,Male,Mobile,iOS,Premium,English,Instagram
USR_08890,2025-01-22,US,25-34,Male,Mobile,iOS,Premium,English,Instagram
USR_08891,2025-05-19,IN,18-24,Female,Mobile,iOS,Free,Spanish,Google Ads
USR_08892,2025-06-25,IN,25-34,Female,Mobile,Android,Free,English,Instagram
USR_08893,2025-01-08,UK,25-34,Male,Mobile,iOS,Free,English,App Store
USR_08894,2025-02-08,UK,35-44,Prefer not to say,Mobile,iOS,Free,English,Instagram
USR_08895,2025-06-12,US,35-44,Male,Mobile,iOS,Premium,English,Instagram
USR_08896,2025-02-18,CA,35-44,Female,Mobile,iOS,Free,English,Organic
USR_08897,2025-02-15,IN,35-44,Female,Mobile,Android,Free,Spanish,Google Ads
USR_08898,2025-02-07,CA,25-34,Female,Desktop,MacOS,Free,English,Instagram
USR_08899,2025-05-16,US,25-34,Female,Desktop,Windows,Free,English,App Store
USR_08900,2025-02-23,AU,18-24,Male,Mobile,iOS,Free,Spanish,Instagram
USR_08901,2025-06-14,US,45+,Female,Mobile,iOS,Free,English,TikTok
USR_08902,2025-04-02,UK,18-24,Male,Mobile,Android,Premium,English,App Store
USR_08903,2025-02-09,UK,35-44,Non-binary,Mobile,iOS,Free,English,Google Ads
USR_08904,2025-02-03,US,25-34,Male,Mobile,iOS,Free,Hindi,TikTok
USR_08905,2025-04-06,IN,45+,Non-binary,Mobile,iOS,Premium,English,App Store
USR_08906,2025-03-20,IN,25-34,Female,Desktop,Windows,Free,English,App Store
USR_08907,2025-05-07,US,35-44,Prefer not to say,Mobile,Android,Free,English,Organic
USR_08908,2025-01-17,DE,18-24,Female,Mobile,iOS,Premium,English,Instagram
USR_08909,2025-06-10,UK,18-24,Male,Mobile,iOS,Free,English,TikTok
USR_08910,2025-06-24,IN,25-34,Female,Mobile,Android,Premium,English,Instagram
USR_08911,2025-04-20,IN,45+,Female,Mobile,Android,Free,Spanish,App Store
USR_08912,2025-02-21,UK,25-34,Female,Mobile,iOS,Free,English,TikTok
USR_08913,2025-04-28,IN,45+,Female,Mobile,iOS,Premium,Spanish,Instagram
USR_08914,2025-01-09,US,35-44,Non-binary,Mobile,Android,Premium,English,Google Ads
USR_08915,2025-02-02,US,35-44,Male,Mobile,iOS,Premium,English,App Store
USR_08916,2025-04-23,AU,25-34,Female,Mobile,Android,Free,English,Google Ads
USR_08917,2025-05-29,IN,25-34,Female,Mobile,iOS,Premium,Spanish,Organic
USR_08918,2025-03-26,IN,18-24,Male,Mobile,iOS,Premium,English,TikTok
USR_08919,2025-01-10,CA,45+,Female,Mobile,iOS,Free,English,App Store
USR_08920,2025-01-06,UK,45+,Male,Desktop,Windows,Premium,English,App Store
USR_08921,2025-04-25,US,35-44,Female,Mobile,iOS,Free,English,App Store
USR_08922,2025-05-01,DE,18-24,Male,Mobile,Android,Free,English,Instagram
USR_08923,2025-05-21,US,18-24,Prefer not to say,Desktop,Windows,Premium,English,Organic
USR_08924,2025-03-06,IN,45+,Female,Mobile,Android,Premium,English,Google Ads
USR_08925,2025-01-20,UK,18-24,Female,Mobile,Android,Premium,Spanish,App Store
USR_08926,2025-02-26,CA,35-44,Non-binary,Mobile,iOS,Premium,Hindi,Google Ads
USR_08927,2025-02-15,US,25-34,Non-binary,Desktop,MacOS,Free,English,App Store
USR_08928,2025-05-16,DE,25-34,Prefer not to say,Mobile,Android,Premium,Spanish,TikTok
USR_08929,2025-01-10,CA,35-44,Male,Mobile,iOS,Free,English,Instagram
USR_08930,2025-04-23,DE,18-24,Female,Mobile,iOS,Free,Hindi,Instagram
USR_08931,2025-05-19,US,25-34,Female,Mobile,Android,Free,English,TikTok
USR_08932,2025-01-12,CA,45+,Female,Mobile,Android,Premium,English,App Store
USR_08933,2025-05-18,IN,25-34,Male,Mobile,Android,Free,German,TikTok
USR_08934,2025-06-02,IN,35-44,Female,Mobile,Android,Free,Spanish,Instagram
USR_08935,2025-06-26,DE,35-44,Male,Mobile,Android,Premium,English,TikTok
USR_08936,2025-06-26,US,18-24,Non-binary,Mobile,iOS,Premium,Spanish,Instagram
USR_08937,2025-01-11,US,18-24,Prefer not to say,Mobile,Android,Premium,English,Instagram
USR_08938,2025-04-28,UK,25-34,Female,Mobile,Android,Free,Spanish,Organic
USR_08939,2025-06-13,US,25-34,Female,Mobile,Android,Premium,English,Instagram
USR_08940,2025-02-08,DE,25-34,Male,Mobile,iOS,Premium,English,App Store
USR_08941,2025-02-22,US,35-44,Female,Mobile,Android,Premium,Spanish,Instagram
USR_08942,2025-02-25,UK,18-24,Male,Mobile,Android,Premium,English,App Store
USR_08943,2025-04-14,US,25-34,Male,Mobile,Android,Premium,English,Instagram
USR_08944,2025-05-09,UK,18-24,Female,Mobile,iOS,Free,English,Organic
USR_08945,2025-02-25,US,18-24,Female,Mobile,Android,Free,German,TikTok
USR_08946,2025-04-28,US,25-34,Female,Desktop,Windows,Premium,English,Instagram
USR_08947,2025-05-12,US,35-44,Male,Mobile,Android,Free,English,Google Ads
USR_08948,2025-01-30,US,18-24,Female,Mobile,iOS,Free,Spanish,App Store
USR_08949,2025-01-12,DE,25-34,Male,Mobile,iOS,Free,English,TikTok
USR_08950,2025-02-04,US,25-34,Non-binary,Mobile,iOS,Free,English,Google Ads
USR_08951,2025-03-18,UK,18-24,Female,Mobile,iOS,Free,Hindi,Instagram
USR_08952,2025-06-29,DE,25-34,Prefer not to say,Mobile,Android,Premium,English,App Store
USR_08953,2025-06-08,IN,45+,Male,Mobile,iOS,Free,German,Instagram
USR_08954,2025-04-12,DE,25-34,Male,Desktop,Windows,Free,English,Instagram
USR_08955,2025-03-28,DE,18-24,Female,Mobile,Android,Free,English,TikTok
USR_08956,2025-02-21,UK,25-34,Female,Mobile,Android,Free,English,Instagram
USR_08957,2025-03-21,AU,25-34,Female,Mobile,Android,Premium,English,TikTok
USR_08958,2025-05-15,US,18-24,Female,Mobile,iOS,Premium,English,App Store
USR_08959,2025-01-22,UK,18-24,Female,Mobile,Android,Premium,English,Instagram
USR_08960,2025-03-16,IN,18-24,Male,Mobile,iOS,Premium,English,TikTok
USR_08961,2025-02-27,UK,18-24,Female,Mobile,Android,Free,English,Google Ads
USR_08962,2025-04-03,IN,18-24,Prefer not to say,Mobile,Android,Free,English,Instagram
USR_08963,2025-04-13,IN,25-34,Male,Mobile,Android,Free,Spanish,TikTok
USR_08964,2025-05-20,US,25-34,Female,Mobile,iOS,Premium,English,App Store
USR_08965,2025-01-07,IN,35-44,Female,Mobile,Android,Premium,English,Instagram
USR_08966,2025-05-08,UK,25-34,Prefer not to say,Mobile,Android,Free,Spanish,App Store
USR_08967,2025-02-24,US,35-44,Male,Desktop,Windows,Free,English,TikTok
USR_08968,2025-04-16,IN,25-34,Female,Mobile,iOS,Free,Hindi,App Store
USR_08969,2025-03-03,UK,18-24,Non-binary,Desktop,MacOS,Free,Spanish,Instagram
USR_08970,2025-03-31,IN,25-34,Female,Desktop,Windows,Free,English,TikTok
USR_08971,2025-04-08,UK,35-44,Male,Mobile,iOS,Free,English,App Store
USR_08972,2025-03-18,US,18-24,Female,Mobile,Android,Free,English,Google Ads
USR_08973,2025-04-29,IN,18-24,Female,Mobile,Android,Free,Spanish,TikTok
USR_08974,2025-02-05,CA,25-34,Female,Mobile,iOS,Free,English,TikTok
USR_08975,2025-03-30,US,25-34,Non-binary,Mobile,iOS,Free,Spanish,Google Ads
USR_08976,2025-06-01,US,25-34,Non-binary,Mobile,iOS,Free,English,App Store
USR_08977,2025-06-21,IN,18-24,Female,Mobile,Android,Free,Spanish,Instagram
USR_08978,2025-05-25,US,18-24,Female,Mobile,Android,Free,English,TikTok
USR_08979,2025-05-10,IN,25-34,Female,Mobile,Android,Premium,English,App Store
USR_08980,2025-05-21,US,25-34,Female,Desktop,Windows,Free,English,Organic
USR_08981,2025-06-08,CA,25-34,Female,Mobile,Android,Free,Spanish,Instagram
USR_08982,2025-04-03,DE,25-34,Female,Tablet,iOS,Free,English,Google Ads
USR_08983,2025-04-24,US,25-34,Female,Mobile,Android,Free,English,Instagram
USR_08984,2025-01-28,CA,18-24,Female,Mobile,iOS,Free,English,Google Ads
USR_08985,2025-06-04,IN,25-34,Male,Mobile,iOS,Free,Spanish,Google Ads
USR_08986,2025-05-23,IN,18-24,Male,Mobile,iOS,Free,English,Google Ads
USR_08987,2025-02-02,UK,25-34,Male,Desktop,MacOS,Free,Spanish,App Store
USR_08988,2025-01-20,CA,25-34,Male,Mobile,Android,Premium,Hindi,TikTok
USR_08989,2025-06-19,IN,18-24,Female,Mobile,iOS,Free,English,Instagram
USR_08990,2025-05-20,IN,18-24,Female,Mobile,iOS,Premium,English,Google Ads
USR_08991,2025-04-11,IN,18-24,Male,Mobile,iOS,Free,German,Google Ads
USR_08992,2025-01-23,US,18-24,Male,Desktop,Windows,Premium,English,TikTok
USR_08993,2025-04-22,DE,25-34,Female,Mobile,Android,Free,English,TikTok
USR_08994,2025-01-14,UK,45+,Female,Mobile,iOS,Free,English,Google Ads
USR_08995,2025-04-01,US,25-34,Non-binary,Mobile,Android,Free,English,Organic
